Umsatz (ohne Soll/Haben-Kz);Soll/Haben-Kennzeichen;WKZ Umsatz;Kurs;Basis-Umsatz;WKZ Basis-Umsatz;Konto;Gegenkonto (ohne BU-Schlüssel);BU-Schlüssel;Belegdatum;Belegfeld 1;Belegfeld 2;Skonto;Buchungstext;Postensperre;Diverse Adressnummer;Geschäftspartnerbank;Sachverhalt;Zinssperre;Beleglink;Beleginfo - Art 1;Beleginfo - Inhalt 1;Beleginfo - Art 2;Beleginfo - Inhalt 2;Beleginfo - Art 3;Beleginfo - Inhalt 3;Beleginfo - Art 4;Beleginfo - Inhalt 4;Beleginfo - Art 5;Beleginfo - Inhalt 5;Beleginfo - Art 6;Beleginfo - Inhalt 6;Beleginfo - Art 7;Beleginfo - Inhalt 7;Beleginfo - Art 8;Beleginfo - Inhalt 8;KOST1 - Kostenstelle;KOST2 - Kostenstelle;Kost-Menge;EU-Land u. UStID;EU-Steuersatz;Abw. Versteuerungsart;Sachverhalt L+L;Funktionsergänzung L+L;BU 49 Hauptfunktionstyp;BU 49 Hauptfunktionsnummer;BU 49 Funktionsergänzung;Zusatzinformation - Art 1;Zusatzinformation- Inhalt 1;Zusatzinformation - Art 2;Zusatzinformation- Inhalt 2;Zusatzinformation - Art 3;Zusatzinformation- Inhalt 3;Zusatzinformation - Art 4;Zusatzinformation- Inhalt 4;Zusatzinformation - Art 5;Zusatzinformation- Inhalt 5;Zusatzinformation - Art 6;Zusatzinformation- Inhalt 6;Zusatzinformation - Art 7;Zusatzinformation- Inhalt 7;Zusatzinformation - Art 8;Zusatzinformation- Inhalt 8;Zusatzinformation - Art 9;Zusatzinformation- Inhalt 9;Zusatzinformation - Art 10;Zusatzinformation- Inhalt 10;Zusatzinformation - Art 11;Zusatzinformation- Inhalt 11;Zusatzinformation - Art 12;Zusatzinformation- Inhalt 12;Zusatzinformation - Art 13;Zusatzinformation- Inhalt 13;Zusatzinformation - Art 14;Zusatzinformation- Inhalt 14;Zusatzinformation - Art 15;Zusatzinformation- Inhalt 15;Zusatzinformation - Art 16;Zusatzinformation- Inhalt 16;Zusatzinformation - Art 17;Zusatzinformation- Inhalt 17;Zusatzinformation - Art 18;Zusatzinformation- Inhalt 18;Zusatzinformation - Art 19;Zusatzinformation- Inhalt 19;Zusatzinformation - Art 20;Zusatzinformation- Inhalt 20;Stück;Gewicht;Zahlweise;Forderungsart;Veranlagungsjahr;Zugeordnete Fälligkeit;Skontotyp;Auftragsnummer;Buchungstyp;Ust-Schlüssel (Anzahlungen);EU-Land (Anzahlungen);Sachverhalt L+L (Anzahlungen);EU-Steuersatz (Anzahlungen);Erlöskonto (Anzahlungen);Herkunft-Kz;Buchungs GUID;KOST-Datum;Mandatsreferenz;Skontosperre;Gesellschaftername;Beteiligtennummer;Identifikationsnummer;Zeichnernummer;Postensperre bis;BezeichnungSoBil-Sachverhalt;KennzeichenSoBil-Buchung;Festschreibung;Leistungsdatum;Datum Zuord. Steuerperiode;Netto;Umsatzsteuer;Leistungsdatum
4,00;"H";"";;;"";70054;4673;"9";1502;"MjA3NDM4";;;"Fahrt zu Muse BVG Streik";;"";;;;BEDI ""56905f14-7b92-55be-98ba-fff8b08e4072"";"Beschreibung";"Berlkönig";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"3,36";"Steuerbetrag";"0,64";"Leistungsdatum";"15022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;15022019;15022019;;;;
34,80;"H";"";;;"";70058;4650;"9";1502;"66-659";;;"Rafael Aviles Björn Wittmann Marc Höffl Diskussion zu Push";;"";;;;BEDI ""e18e2b83-4906-59da-bb21-86be7c309d1c"";"Beschreibung";"Gastronomie Muse";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"29,24";"Steuerbetrag";"5,56";"Leistungsdatum";"15022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;15022019;15022019;;;;
9,73;"H";"";;;"";4650;4654;"";1502;"66-659";;;"Rafael Aviles Björn Wittmann Marc Höffl Diskussion zu Push";;"";;;;BEDI ""e18e2b83-4906-59da-bb21-86be7c309d1c"";"Beschreibung";"Gastronomie Muse";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"29,24";"Steuerbetrag";"-19,51";"Leistungsdatum";"15022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;15022019;15022019;;;;
3,20;"H";"";;;"";70058;4650;"";1502;"66-659";;;"Rafael Aviles Björn Wittmann Marc Höffl Diskussion zu Push";;"";;;;BEDI ""e18e2b83-4906-59da-bb21-86be7c309d1c"";"Beschreibung";"Gastronomie Muse";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"29,24";"Steuerbetrag";"-26,04";"Leistungsdatum";"15022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;15022019;15022019;;;;
1,93;"H";"";;;"";70059;1360;"";1402;"42165425";;;"MasterCard Fremdwhrungsgebhr in Hhe von 193 Euro";;"";;;;;"Beschreibung";"Fidor Bank";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"1,93";"Steuerbetrag";"0,00";"Leistungsdatum";"14022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14022019;;;;;;;;;;0;14022019;14022019;;;;
128,63;"H";"";;;"";70060;4964;"";1402;"42165425";;;"MasterCard Onlinekauf 14482 USD bei NAME-CHEAPCOM 08882 EURU";;"";;;;BEDI ""d993eb23-25e3-5a04-b36a-943d3986a64b"";"Beschreibung";"Namecheap Inc";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"128,63";"Steuerbetrag";"0,00";"Leistungsdatum";"14022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14022019;;;;;;;;;;0;14022019;14022019;;;;
37,00;"H";"";;;"";70061;4650;"9";1202;"2-278";;;"Daniel Dinh Marc Hoeffl Besprechung Sales Approach fuer Deli";;"";;;;BEDI ""526384d3-92d4-59c1-82b2-76a6cc95e736"";"Beschreibung";"Mogg GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"31,09";"Steuerbetrag";"5,91";"Leistungsdatum";"12022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;12022019;12022019;;;;
290,00;"H";"";;;"";70062;499;"";1102;"etergo-11022019";;;"Überweisung ICE0040488329DEB You are ordering an AppScoo";;"";;;;;"Beschreibung";"Empfnger STICHTING ESCROW ICEPAY IBAN DE88500210000010119345";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"290,00";"Steuerbetrag";"0,00";"Leistungsdatum";"11022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11022019;;;;;;;;;;0;11022019;11022019;;;;
53,60;"H";"";;;"";70063;4650;"";0202;"723526";;;"EIT Alumni Meetup Judith Markert Juhana Suhonen Marc Hoeffl";;"";;;;BEDI ""ee945e8f-9f89-5fea-8b0b-d682694a6592"";"Beschreibung";"Ravintola Loiste";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"53,60";"Steuerbetrag";"0,00";"Leistungsdatum";"02022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;02022019;02022019;;;;
17,40;"H";"";;;"";4650;4654;"";0202;"723526";;;"EIT Alumni Meetup Judith Markert Juhana Suhonen Marc Hoeffl";;"";;;;BEDI ""ee945e8f-9f89-5fea-8b0b-d682694a6592"";"Beschreibung";"Ravintola Loiste";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"53,60";"Steuerbetrag";"-36,20";"Leistungsdatum";"02022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;02022019;02022019;;;;
4,40;"H";"";;;"";70063;4650;"";0202;"723526";;;"EIT Alumni Meetup Judith Markert Juhana Suhonen Marc Hoeffl";;"";;;;BEDI ""ee945e8f-9f89-5fea-8b0b-d682694a6592"";"Beschreibung";"Ravintola Loiste";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"53,60";"Steuerbetrag";"-49,20";"Leistungsdatum";"02022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;02022019;02022019;;;;
119,00;"H";"";;;"";70007;4210;"9";0102;"10961";;;"";;"";;;;BEDI ""3cc1a056-0f26-5e27-abe5-7484b6cc6d38"";"Beschreibung";"Factory Works GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"100,00";"Steuerbetrag";"19,00";"Leistungsdatum";"01022019";"Kundennummer";"1004";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;01022019;01022019;;;;
713,45;"H";"";;;"";4985;4830;"";0110;"";;;"Abschreibung iPhone 11 Monat 10-2019";;"";;;;;"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
234,45;"H";"";;;"";4985;4830;"";0111;"";;;"Abschreibung Airpods Monat 11-2019";;"";;;;;"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
5,00;"S";"";;;"";1222;10002;"";3112;"19-12-aktivitiaetsbonus";;;"";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Aktivittsbonus";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
5,00;"H";"";;;"";1222;10002;"";3112;"19-12-kontofhrung";;;"";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Kontofuehrung";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
30,00;"H";"";;;"";1225;70013;"";3012;"11-30-19circleci";;;"Circleci Com";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"Card transaction of 3000 USD issued by Circleci Com SAN FRAN";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
25,00;"H";"";;;"";1222;70041;"";2712;"54107";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expense 54107 Restaurant Bastard";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
10,81;"H";"";;;"";1225;70002;"";2312;"2910-3945";;;"Zeit Unlimited";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"Card transaction of 1081 USD issued by Zeit Unlimited SAN FR";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
1113,75;"S";"";;;"";1222;10003;"";2312;"231219Rckbuchung";;;"Absender Marc Hoffl IBAN DE81100110012625576896 BIC NTSBDEB1";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Gutschrift Marc Hoffl IBAN DE81100110012625576896 BIC NTSBDE";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
1231,50;"H";"";;;"";1222;70015;"";2312;"671689";;;"Empfnger Elumbus GmbH IBAN DE30600501010004850098";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Ihre Buchung DCVBOT";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
6,25;"H";"";;;"";1222;70018;"";2312;"OTUxMDg5";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Berlkoenig Expenses";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
5,00;"H";"";;;"";1222;70018;"";2312;"OTUWOTY4";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Berlkoenig Expenses";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
1113,75;"H";"";;;"";1222;70014;"";2312;"231219-exepnses";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Berlkoenig Expenses";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
62,00;"H";"";;;"";1222;70016;"";2112;"11394";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses Dezember";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
4760,00;"S";"";;;"";1222;10001;"";2012;"IN-19-1042";;;"Absender Rafael Jose Aviles Escobar IBAN DE34100700240016470";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Gutschrift Rafael Jose Aviles Escobar IBAN DE341007002400164";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
245,74;"S";"";;;"";1225;10000;"";1912;"IN-19-1043";;;"Peeridea Inc";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"PEERIDEA";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
595,00;"S";"";;;"";1222;10008;"";1612;"IN-19-1039";;;"Absender Softwareschmiede Hoeffl GmbH IBAN DE046709000000013";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Gutschrift Softwareschmiede Hoeffl GmbH IBAN DE0467090000000";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
78,58;"S";"";;;"";1222;10004;"";1312;"131219Umsatzsteuer";;;"Absender Finanzamt Weinheim Finanzkasse IBAN DE7266000000006";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Gutschrift Finanzamt Weinheim Finanzkasse IBAN DE72660000000";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
1614,54;"S";"";;;"";1222;10005;"";1212;"1212-umbuchung";;;"Absender Strego Ventures UG IBAN DE93700111104003605006 BIC ";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Gutschrift Strego Ventures UG IBAN DE93700111104003605006 BI";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
10000,00;"H";"";;;"";1222;70021;"";1212;"R2019-1204";;;"Empfnger Hadi Online Dienstleistungen IBAN DE315001051754221";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung R2019-1204";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
1800,00;"H";"";;;"";1225;10006;"";1112;"111219-Umbuchung-USD";;;"Strego Ventures UG";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"Umbuchung von USD";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
2110,00;"H";"";;;"";1222;10004;"";1012;"kst-5vj";;;"Absender Finanzamt Weinheim IBAN DE72660000000067001502 BIC ";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Lastschrift Finanzamt Weinheim IBAN DE72660000000067001502 B";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
99,00;"H";"";;;"";1225;70009;"";1012;"8E706795-0007";;;"Nylas";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"Card transaction of 9900 USD issued by Nylas SAN FRANCISCO";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
30,00;"H";"";;;"";1225;70004;"";0912;"857EFEE6-0003";;;"Superhuman";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"Card transaction of 3000 USD issued by Superhuman San Franci";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
55,00;"H";"";;;"";1222;70017;"";0512;"UMSSTSEP19";;;"Absender Finanzamt Weinheim IBAN DE72660000000067001502 BIC ";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Lastschrift Finanzamt Weinheim IBAN DE72660000000067001502 B";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
119,00;"H";"";;;"";1222;70007;"";0412;"32160";;;"Absender Factory Works GmbH IBAN DE89700111104107387027 BIC ";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Lastschrift Factory Works GmbH IBAN DE89700111104107387027 B";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
0,09;"H";"";;;"";1222;70019;"";0412;"CH1FLBOHEQSQ43IHHXRC7BYVVA";;;"";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"MasterCard Fremdwhrungsgebühr in Höhe von 009 Euro";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
6,33;"H";"";;;"";1222;70019;"";0412;"CH1FLBOHEQSQ43IHHXRC7BYVVA";;;"";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"MasterCard Transaktion 700 USD bei GITHUB 09036 EURUSD";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
138,93;"H";"";;;"";1222;70017;"";0312;"UMSSTOKT19";;;"Absender Finanzamt Weinheim IBAN DE72660000000067001502 BIC ";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Lastschrift Finanzamt Weinheim IBAN DE72660000000067001502 B";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
18,92;"H";"";;;"";1222;70000;"";0212;"92019-121803";;;"Absender SevDesk GmbH IBAN DE05664500500004932811 BIC SOLADE";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Lastschrift SevDesk GmbH IBAN DE05664500500004932811 BIC SOL";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
1000,00;"H";"";;;"";1222;70012;"";0212;"Contract-001";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Darlehen Rueckzahlung";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
30,00;"H";"";;;"";1225;70013;"";3011;"circle-11302019";;;"Circleci Com";;"";;;;;"Beschreibung";"Zahlung auf Transferwise USD";"Umsatzsteuerprozent";"";"Name";"Card transaction of 3000 USD issued by Circleci Com SAN FRAN";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
5,00;"H";"";;;"";1222;10002;"";2911;"29112019-fidor";;;"";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Kontofuehrung";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
4,86;"H";"";;;"";1222;70023;"";2411;"OTA2Mjc4";;;"Empfnger Marc Hoeffl IBAN DE81100110012625576896";;"";;;;;"Beschreibung";"Zahlung auf Fidor Bank";"Umsatzsteuerprozent";"";"Name";"Überweisung Expenses 2nd Batch";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
